1000	50000
243	378	12
663	407	16
680	671	5
524	13	40
262	448	-12
135	624	30
605	19	28
284	544	-2
914	615	43
673	663	10
94	547	48
255	954	-14
750	612	43
67	635	-3
677	152	17
400	441	44
309	274	14
470	573	41
15	56	49
77	961	22
1	301	-19
528	233	44
401	819	9
284	639	50
599	322	-4
285	639	49
11	258	47
354	188	17
419	490	22
968	801	33
528	735	1
264	218	37
466	925	-19
993	480	-15
234	269	35
281	407	9
749	101	26
937	650	9
948	393	15
66	417	20
355	156	36
429	25	11
444	581	40
308	718	-8
37	932	-16
27	979	21
403	938	34
147	681	6
493	62	30
622	394	38
473	148	26
811	587	9
384	154	23
363	611	31
540	165	-5
504	114	15
387	372	14
155	480	33
494	148	40
557	283	4
628	926	-1
67	892	-9
837	556	45
107	955	45
134	315	29
936	713	-8
925	991	-3
851	922	-17
600	417	34
977	542	25
19	610	11
954	487	-17
740	236	23
920	691	5
352	892	-12
651	103	-17
566	980	4
969	786	48
533	235	50
951	7	-16
947	647	28
426	398	37
577	716	20
723	249	40
42	275	14
36	742	24
284	435	21
23	344	5
656	721	37
326	70	-1
534	537	27
181	204	34
780	812	9
991	160	21
869	589	-16
540	250	34
835	769	15
735	466	41
215	298	41
260	556	-11
270	336	24
146	889	-7
714	767	33
56	717	10
459	137	33
942	669	8
212	887	29
911	659	27
651	801	4
982	466	47
670	395	44
470	530	-12
710	579	37
172	874	-9
25	688	32
167	364	26
327	430	14
32	592	-14
845	742	-8
955	812	-13
665	348	-1
522	483	24
572	386	4
241	518	11
606	700	20
733	120	-19
471	895	31
264	160	43
262	907	-18
50	413	-5
666	826	-6
348	94	48
184	937	-12
429	711	9
795	414	25
945	255	33
655	788	6
326	284	-1
784	93	47
148	461	41
258	164	26
941	937	18
949	933	23
327	990	27
90	984	2
196	271	19
525	182	-20
970	592	43
834	160	-11
825	939	20
775	227	9
34	184	24
732	142	22
434	631	35
593	942	-20
623	645	45
788	249	49
231	887	10
591	911	3
123	912	21
879	167	47
241	725	-4
802	931	-5
335	535	39
280	301	-14
595	70	-15
360	975	27
487	83	16
454	207	44
875	137	11
147	178	23
636	700	14
175	813	5
919	650	25
294	420	50
549	448	-3
656	673	20
739	266	33
166	923	-15
166	458	-11
694	53	-3
63	822	26
64	545	16
623	3	5
13	789	33
94	714	-5
818	943	-18
770	4	10
330	137	11
924	747	24
634	341	36
829	512	-9
192	972	21
115	491	6
751	365	13
520	135	-20
684	630	19
539	76	-15
916	482	-5
239	359	16
999	660	-13
457	865	-2
745	691	30
458	379	0
959	980	-20
805	254	-1
703	213	20
756	109	-7
869	681	8
586	268	-17
107	50	16
195	665	43
339	613	-8
244	650	19
8	375	22
306	722	-10
899	763	30
895	83	-5
810	691	30
686	401	-9
938	75	8
915	609	26
970	575	-12
312	547	15
944	844	-6
846	688	30
772	630	32
825	906	12
371	305	-11
862	13	16
97	207	19
666	933	8
401	523	-11
106	922	39
452	558	47
381	579	3
615	849	-15
691	921	-9
96	769	39
42	639	48
403	377	41
210	697	5
907	708	-2
863	535	15
522	895	6
573	957	25
654	771	11
992	688	30
131	97	35
928	273	38
242	392	27
657	729	21
363	610	49
528	760	-10
53	579	36
467	752	28
862	468	29
861	222	48
217	546	37
930	932	8
168	965	26
367	1000	20
757	746	-11
597	912	9
306	942	7
382	661	7
704	358	30
930	71	42
319	597	11
391	729	37
876	805	41
709	369	23
162	173	37
549	30	4
816	862	8
302	291	23
548	681	48
595	766	11
113	115	16
512	507	23
725	296	10
233	785	32
634	529	-9
158	556	-5
851	152	19
223	324	18
807	975	-5
614	850	36
246	414	-5
367	847	-3
676	665	25
19	813	-3
821	925	-7
390	551	6
974	191	32
279	50	5
356	578	-4
212	724	37
233	645	21
682	630	-8
700	404	-10
305	533	-4
151	957	49
570	370	-18
675	966	41
147	348	16
768	440	45
947	460	10
595	414	34
844	447	48
113	139	32
450	18	48
212	466	34
994	228	-15
30	888	33
804	705	-10
896	272	35
701	70	-6
678	665	41
238	178	36
184	506	-6
602	844	20
400	888	42
598	832	41
499	764	16
282	230	28
471	625	37
775	372	4
893	551	28
337	221	27
641	808	14
339	44	31
258	500	42
952	426	40
442	702	47
87	714	19
253	122	-15
694	458	-12
605	621	47
429	207	-20
233	617	-10
174	532	42
903	950	23
262	521	5
601	179	31
165	287	-19
182	974	14
685	1	-13
102	357	16
343	420	-3
546	306	-17
563	515	27
962	622	12
602	271	14
226	424	15
719	921	17
19	543	23
489	779	12
646	460	42
787	344	35
37	488	13
326	21	47
593	867	26
953	729	-19
309	143	-6
90	475	24
591	5	23
842	287	2
872	57	16
167	312	38
851	994	29
917	58	-5
559	16	22
195	120	40
989	36	30
683	499	38
645	317	12
185	99	47
977	975	41
185	31	-18
536	10	-16
699	79	22
912	230	-15
415	299	-5
526	927	-9
931	183	1
877	431	-17
644	72	32
921	392	8
662	982	16
727	921	-15
290	254	3
586	284	40
735	665	43
329	36	15
511	315	-18
665	27	35
772	942	-14
595	8	11
920	455	17
593	390	-16
40	166	-16
883	345	34
239	418	-1
550	714	46
680	552	-19
333	301	14
850	743	36
280	275	1
918	512	-1
517	27	30
627	261	12
130	603	46
383	449	1
273	585	27
119	986	30
571	648	-20
868	229	33
33	625	50
305	252	49
620	515	-18
301	228	6
540	687	29
655	551	5
845	130	43
344	254	36
880	10	45
596	278	-16
246	616	47
546	743	31
718	440	-8
391	998	24
354	672	18
645	140	31
26	957	0
63	585	46
220	720	48
515	764	2
522	299	49
626	259	27
811	681	40
801	760	-19
117	57	-13
914	468	30
675	491	38
455	900	-19
964	555	-14
158	738	14
771	9	39
918	159	-13
43	763	-5
853	165	7
117	731	-14
828	57	-12
530	619	-15
346	320	-15
486	624	47
812	29	24
37	218	7
373	458	44
234	27	38
441	516	-4
190	299	15
398	409	45
365	29	-20
449	900	39
346	997	4
920	98	2
557	187	28
587	760	45
702	599	-5
8	65	44
513	485	47
361	215	18
159	339	19
561	613	12
578	164	7
527	317	43
6	258	15
552	177	32
230	341	0
318	531	39
818	12	-7
308	817	21
993	659	21
218	417	-7
345	438	0
388	402	37
302	47	20
239	128	-2
564	124	-2
60	777	18
721	266	21
87	417	20
478	661	35
735	613	-13
374	645	6
751	101	22
314	887	39
641	953	17
436	188	49
765	706	13
817	658	40
618	579	32
508	617	-4
920	536	-9
900	897	-12
369	884	13
918	966	35
853	125	-14
981	585	-20
920	83	33
682	672	15
787	615	-8
444	304	28
373	540	36
512	6	-8
917	417	50
155	673	10
685	437	43
928	83	17
331	377	-16
15	420	-7
433	5	-16
102	395	-9
145	232	10
775	990	26
574	737	-19
587	389	6
306	665	15
801	273	-3
233	786	2
772	720	-8
656	136	39
721	188	-14
72	785	33
166	619	3
14	120	5
90	243	48
656	490	-14
28	259	-19
638	589	34
370	743	25
243	439	4
768	847	-2
358	665	2
572	997	49
309	460	41
663	195	-3
596	69	41
858	261	-13
854	180	21
663	216	-16
793	646	17
242	485	-13
34	389	22
350	3	20
60	740	-20
159	669	21
145	843	-17
932	731	11
2	999	30
308	147	17
861	888	12
315	811	35
192	865	50
573	167	22
746	379	-2
752	697	6
143	50	50
972	132	-19
869	676	-4
634	321	42
134	99	32
8	786	42
841	493	46
875	731	44
48	707	-8
706	45	11
836	153	12
290	834	0
478	853	4
440	588	-17
228	889	44
4	978	19
88	537	21
855	19	4
170	487	24
533	865	37
944	827	39
445	965	-15
487	101	28
46	114	-10
565	487	-5
657	24	29
442	498	22
704	94	46
454	967	40
339	997	-15
561	299	-13
142	779	36
600	565	37
854	530	-5
561	57	41
20	363	9
467	547	-10
595	540	3
935	495	-2
526	311	23
217	959	32
854	609	29
586	726	15
871	779	43
350	220	49
732	326	45
217	815	30
753	414	-7
202	764	-7
52	303	44
977	565	17
497	502	25
962	848	-18
982	260	-4
846	847	4
568	619	50
630	541	-15
680	831	-5
517	142	36
549	746	32
899	528	47
578	710	13
601	218	22
49	296	19
194	465	20
813	503	-14
809	269	16
757	158	9
863	273	45
963	631	47
501	570	43
401	211	22
596	922	21
915	680	-17
761	288	39
488	669	-17
400	968	4
911	365	16
723	334	29
447	761	29
969	370	2
113	126	43
637	697	36
354	779	-12
709	911	32
383	647	43
195	543	-15
646	814	27
941	379	15
965	514	1
382	418	10
841	310	46
554	715	-11
967	542	18
635	55	15
626	325	24
454	450	5
358	200	-6
611	48	26
520	116	34
996	753	26
727	947	-20
825	739	43
470	162	30
738	310	9
733	979	31
531	519	-4
918	156	46
745	529	50
651	504	24
956	161	50
890	15	35
506	274	-6
195	32	31
172	399	-16
634	616	5
450	124	-14
904	386	43
424	336	6
670	912	46
415	356	18
739	849	42
531	89	32
414	140	-9
67	835	-13
449	446	17
999	7	19
631	1000	32
581	421	11
620	220	34
283	179	23
505	236	18
576	5	-2
944	567	50
998	925	46
512	28	19
871	747	-18
144	689	47
550	51	-13
581	13	20
477	474	24
307	257	44
967	426	17
849	541	50
23	578	13
941	191	32
545	969	-18
848	323	35
682	435	38
497	114	-9
583	835	35
442	960	34
573	297	23
980	362	-14
412	62	-8
39	171	-1
803	687	47
93	971	10
786	95	-2
88	833	-4
789	755	-7
910	850	-15
493	12	-12
987	592	-11
347	739	-8
461	712	29
786	3	14
385	152	5
852	124	17
427	190	-11
49	843	49
22	504	1
652	700	14
598	348	32
130	164	-11
449	859	46
510	346	37
136	866	-17
542	955	46
84	456	1
653	257	19
569	803	20
890	109	-4
881	826	50
212	466	-18
445	124	13
534	339	46
391	746	9
591	302	42
14	767	-15
371	530	33
827	299	-10
368	588	-8
47	232	-11
663	353	12
751	360	6
235	964	36
614	535	-19
95	700	49
328	346	23
605	333	-1
676	189	19
328	232	-20
885	71	34
406	158	6
589	362	-20
19	248	11
940	581	28
790	494	0
540	722	40
381	106	36
119	77	14
633	159	39
89	589	-14
244	378	1
24	991	32
701	807	-2
5	257	27
192	19	-6
133	294	8
605	728	19
932	986	-20
336	481	45
758	941	20
684	139	40
828	86	1
375	847	-1
595	404	31
530	304	16
182	68	-11
900	730	-19
8	199	48
447	658	-16
373	824	28
529	16	21
371	987	48
51	828	14
983	752	29
391	903	7
249	697	16
526	721	39
454	629	30
828	157	25
917	857	9
282	48	44
844	469	26
821	761	2
968	750	49
581	312	-20
223	695	-18
970	146	4
26	833	35
718	840	-20
970	410	-11
920	738	-4
752	951	17
406	36	9
571	128	-1
403	542	41
887	624	-7
611	436	41
510	171	46
567	979	20
655	926	-19
434	1000	42
383	44	-8
511	46	16
13	531	50
93	141	43
434	315	22
49	873	-3
217	811	47
297	523	22
318	603	-3
503	295	6
248	830	22
451	922	-19
542	421	-17
141	535	31
425	684	3
396	736	8
594	299	-16
228	149	15
350	468	20
721	556	-6
137	469	38
384	997	50
402	230	-18
150	292	-5
709	560	-4
345	254	-20
819	548	-11
665	128	-16
492	965	25
787	985	18
807	730	41
867	728	10
388	951	6
131	182	-4
315	558	-19
315	533	34
40	893	38
757	780	-19
55	722	21
265	975	-5
856	943	1
464	868	38
505	431	17
926	717	8
818	244	47
185	645	31
693	766	14
783	497	-17
75	684	11
56	894	46
590	889	35
673	649	11
935	547	43
695	744	29
652	16	10
784	410	10
224	608	49
424	820	-11
635	177	43
81	481	49
247	464	34
811	297	10
984	24	48
51	648	16
167	529	46
282	705	30
791	312	-6
397	260	5
736	279	-8
561	650	8
490	975	31
357	822	13
570	690	47
885	54	39
633	327	37
495	397	0
442	233	2
197	4	-16
569	235	39
205	608	-9
313	506	7
862	154	-5
425	211	42
209	406	34
960	465	29
981	267	27
732	459	15
214	523	-9
699	370	-14
793	894	-6
15	754	21
735	725	0
634	931	-2
654	233	-7
606	57	-14
618	818	49
782	755	22
855	439	3
167	762	26
406	645	36
355	800	27
596	542	-13
627	336	32
748	697	14
150	188	-15
736	619	-17
907	545	-10
605	678	-13
253	376	46
715	762	0
53	500	-3
617	295	11
196	407	-9
477	547	19
702	623	8
426	588	15
201	75	22
406	316	28
823	179	-10
159	331	-5
256	153	-20
223	761	0
391	521	-16
403	130	33
917	700	15
407	216	16
773	617	-5
926	41	2
890	765	36
196	837	0
89	29	-3
333	349	-9
373	833	-9
498	174	36
531	413	2
605	565	22
723	198	6
582	482	30
874	361	35
429	291	-4
433	361	24
724	254	34
327	279	28
492	395	35
852	39	48
926	689	-5
368	354	-7
937	189	-13
192	127	-16
915	438	-13
939	865	-1
393	608	45
779	864	12
227	295	28
396	570	32
993	785	-4
995	994	-9
787	925	38
28	892	30
654	317	-13
994	244	42
136	555	-2
686	430	21
962	963	8
947	82	50
606	712	2
498	854	17
70	18	43
52	892	18
653	211	-3
914	599	-6
712	857	47
825	242	4
156	503	27
352	805	32
828	62	40
371	136	3
51	450	-15
56	681	49
15	827	-12
448	506	44
375	423	10
666	529	21
40	380	17
970	849	27
284	27	24
265	145	9
459	606	11
802	895	-13
561	846	-19
310	180	0
738	700	36
606	720	-8
356	214	-9
709	351	-9
746	731	1
554	502	24
94	176	1
958	889	-1
726	70	28
442	277	15
226	468	41
685	10	25
478	180	33
838	743	36
677	99	40
285	765	-10
172	142	15
593	195	43
214	603	20
596	526	46
614	854	48
670	771	12
747	295	32
860	89	23
890	855	11
433	654	30
715	211	20
579	960	16
431	362	-18
525	90	30
633	324	-17
528	36	19
570	392	16
595	405	-10
237	514	15
708	960	26
149	843	4
709	331	50
951	68	29
185	269	-19
613	407	-16
142	94	-4
860	615	50
107	808	-14
320	756	-20
439	954	-5
72	481	49
870	111	42
811	124	-11
613	954	17
85	274	32
540	637	33
509	44	18
97	743	24
290	59	-1
945	42	6
625	299	2
705	370	15
367	250	10
984	531	34
530	979	35
471	227	35
433	473	-5
495	701	-15
251	666	35
464	79	10
291	980	28
376	585	-10
968	909	22
187	712	37
782	647	5
859	813	-19
35	999	-5
763	84	2
809	990	10
184	378	-19
268	562	29
204	649	-13
492	516	43
106	456	13
572	365	0
759	481	-17
625	12	46
680	334	47
525	53	44
914	140	-18
636	126	5
56	110	14
736	485	-11
472	276	9
393	390	36
473	998	-3
816	211	43
411	228	37
583	409	24
135	94	11
406	145	-6
867	514	-7
352	574	-4
13	954	44
804	872	13
784	703	0
735	423	45
571	360	13
275	503	16
783	485	7
697	964	8
226	240	42
821	799	12
968	278	29
419	905	-6
552	630	-15
30	512	15
6	188	34
51	104	26
911	354	38
348	288	26
23	864	-14
419	911	-14
855	889	9
27	575	-12
802	139	1
30	335	31
973	178	13
265	83	10
854	481	-1
438	725	17
1000	842	-15
110	127	24
825	410	22
148	960	-19
578	194	-9
719	585	10
480	954	6
53	755	-13
840	674	20
650	4	-3
872	341	23
710	176	37
38	754	49
860	576	-18
915	539	-8
676	335	47
497	276	-16
533	866	47
854	761	-15
439	481	0
694	287	0
949	283	-17
578	122	-6
957	260	7
227	448	44
448	774	-12
873	428	-15
60	204	9
522	275	47
63	325	41
406	21	16
363	56	14
945	344	11
852	687	22
345	55	42
969	423	8
830	516	12
944	132	47
132	177	16
578	183	49
625	752	-4
218	177	33
871	905	-3
106	627	-17
698	959	22
135	659	15
403	188	-5
227	393	18
666	461	32
853	95	11
309	984	16
231	703	42
670	303	12
209	454	42
233	267	-13
631	273	37
870	506	-20
136	182	26
625	854	4
316	3	6
821	844	-17
915	974	-20
358	694	8
781	834	28
143	893	-10
280	665	13
23	175	33
38	225	35
450	494	-2
195	760	-13
650	230	0
457	272	31
951	619	43
278	228	23
373	46	-5
890	32	9
863	439	35
302	694	23
14	988	35
55	630	-7
625	436	0
313	100	2
845	854	29
472	466	-3
415	723	50
401	689	-13
280	848	-8
573	921	-8
339	334	-9
896	369	-8
368	200	-14
278	998	-6
145	559	-14
857	398	33
869	701	15
819	765	43
373	761	7
886	294	-2
208	59	-10
53	4	7
883	111	43
372	558	29
983	368	-1
412	942	-18
842	83	-18
810	440	2
256	370	49
876	856	-11
967	856	46
583	479	-2
801	515	41
16	232	24
40	101	17
597	548	39
845	712	15
146	467	10
34	807	-7
739	610	48
685	555	25
478	764	4
723	857	40
907	287	42
962	639	41
301	62	35
9	120	28
758	282	4
311	617	1
510	112	-4
711	946	15
472	149	-11
983	760	-16
23	14	26
217	804	-10
345	537	39
679	956	-13
527	678	20
771	582	44
532	822	4
703	564	5
488	195	40
11	125	30
455	880	14
520	198	23
221	297	-7
935	509	-16
35	48	38
373	695	-3
709	27	34
553	215	3
38	490	44
814	115	46
81	16	14
596	259	-18
754	175	48
828	830	48
564	80	42
445	384	-15
777	687	19
946	767	8
293	432	36
141	69	7
119	796	47
236	80	-8
935	815	29
995	178	-2
586	986	6
375	39	26
275	390	42
734	453	31
272	197	10
143	261	20
710	535	31
876	325	20
243	272	-13
978	506	-11
193	68	44
657	978	-3
199	408	33
773	651	20
909	175	-13
894	807	3
845	908	-6
371	498	43
557	604	48
95	266	33
510	48	47
676	861	13
684	589	13
157	295	44
970	410	-1
819	70	26
534	969	13
940	477	40
476	835	19
316	47	12
51	946	23
861	292	-19
318	778	50
412	567	-11
356	409	29
966	502	26
172	664	24
114	508	1
526	471	-14
835	57	39
2	295	15
140	767	-7
1	182	37
593	203	-18
928	547	-20
757	447	47
725	286	-7
983	388	-8
656	659	-5
162	166	6
856	468	12
429	5	25
781	468	-13
75	194	4
750	423	40
875	906	7
262	100	34
552	164	-7
633	781	14
862	453	48
455	865	-13
848	731	47
531	986	30
291	115	30
135	969	47
855	570	44
602	465	-11
952	409	-5
992	169	-16
762	12	44
968	216	17
830	173	-10
913	485	34
937	762	27
49	151	-12
501	224	45
297	778	4
685	45	-16
643	422	38
601	725	49
833	650	33
821	437	7
49	765	48
683	746	47
198	688	-20
882	79	-4
422	109	50
427	36	29
153	485	17
932	344	39
835	927	-6
979	295	22
452	274	22
766	306	23
752	230	-15
462	835	-19
918	731	20
842	830	38
739	666	43
151	184	27
968	352	40
15	769	-2
933	218	49
394	118	4
814	523	15
676	605	-10
88	382	-7
623	335	23
235	117	42
63	308	44
401	691	14
697	171	49
597	432	13
268	430	-3
257	232	32
445	616	37
251	57	40
29	213	17
811	900	22
605	411	10
343	312	8
505	638	-6
758	493	-1
842	833	-8
564	483	-4
732	432	32
623	10	-5
183	624	7
421	912	33
374	485	34
280	958	-18
425	647	30
796	766	11
88	299	18
716	575	8
150	690	15
439	300	-17
877	227	-7
209	815	46
591	430	14
648	296	-1
655	44	3
715	754	18
353	688	-18
372	310	32
895	297	24
194	532	42
476	854	46
280	891	48
901	483	-13
376	477	32
996	674	42
504	152	45
862	457	38
443	12	28
907	374	7
24	795	23
57	556	26
358	604	19
360	341	-6
19	708	-16
464	589	5
136	392	-14
483	126	29
382	725	28
303	755	22
553	768	43
321	527	41
674	54	46
2	851	19
445	71	-13
715	113	-5
352	318	-9
652	428	-5
108	116	20
185	700	19
300	1	2
241	538	38
1	266	-17
459	854	26
363	608	35
77	342	27
479	811	4
208	128	39
245	632	41
607	589	44
318	791	35
670	164	-5
61	495	-1
606	131	-14
478	377	25
577	957	27
587	206	49
499	395	23
691	240	36
732	693	-4
546	556	29
992	386	-20
598	955	6
34	282	14
593	143	-12
358	752	48
381	366	32
947	720	30
242	261	-7
15	418	42
232	362	42
340	74	23
590	382	9
656	456	-16
392	979	-13
61	990	3
884	413	-2
25	865	36
391	346	2
582	619	40
942	5	11
290	292	43
488	72	-1
590	480	28
680	971	2
812	36	44
81	552	42
989	363	44
102	342	-9
497	515	-7
715	995	6
693	225	26
403	329	9
282	188	37
6	657	-4
596	660	38
96	949	20
647	778	23
19	426	-10
134	289	49
163	426	-2
881	414	6
715	944	22
682	324	18
293	220	49
976	234	-17
227	635	7
733	386	36
331	392	-19
419	36	22
64	995	-18
462	777	18
345	336	3
110	248	23
944	476	23
327	827	-18
280	924	32
852	800	50
201	787	32
868	729	-5
314	895	-19
199	532	10
241	90	11
967	287	19
801	317	41
272	957	43
810	536	27
498	292	19
61	613	32
766	83	18
670	3	12
735	974	9
851	142	-16
714	417	36
704	888	41
87	729	30
15	46	13
957	424	21
877	368	12
596	428	3
781	904	-8
143	348	46
454	990	9
494	468	40
498	980	22
779	541	-7
611	642	16
69	558	5
963	79	-5
463	153	34
691	603	27
42	587	-6
617	778	44
807	547	25
357	124	9
821	261	-14
867	708	-9
26	774	-5
183	258	45
860	913	3
369	142	46
552	999	21
819	637	26
86	405	46
434	448	-4
444	422	39
531	532	37
355	623	27
706	426	23
8	805	-18
367	31	34
522	178	-12
692	579	6
809	428	29
234	761	3
245	50	-10
186	94	13
427	812	46
609	140	45
822	229	41
725	286	9
634	893	49
626	300	-4
223	230	3
606	202	18
911	515	-2
144	197	33
828	800	0
470	851	22
894	437	4
517	963	-13
793	580	40
41	386	-3
281	615	33
772	950	40
239	289	32
574	9	38
154	171	36
464	174	32
837	958	-18
235	386	26
593	756	40
758	393	2
302	938	17
22	119	50
883	539	-14
801	582	12
861	365	21
568	857	6
549	107	9
611	98	1
222	481	10
928	222	45
882	115	48
164	120	14
270	317	-18
510	754	25
403	88	0
549	179	21
853	647	9
457	951	2
235	995	-4
787	364	25
538	198	31
606	420	16
926	712	11
571	791	49
809	189	14
862	408	-1
571	803	41
524	216	-1
595	328	14
525	406	7
327	82	49
618	969	41
784	447	18
436	273	5
566	913	24
882	285	3
984	669	24
208	548	-6
904	291	-1
949	374	49
659	674	42
708	140	-4
878	465	14
134	588	0
321	47	22
798	808	16
2	267	13
961	259	28
154	684	38
823	70	43
987	959	8
904	507	-10
458	482	47
252	9	-3
495	242	6
798	696	12
458	975	-19
46	912	13
625	177	41
605	248	45
578	752	8
919	590	26
495	143	32
150	261	12
785	481	-12
482	438	34
991	179	21
657	375	32
340	173	6
935	887	-11
936	539	26
347	701	-4
345	301	40
578	815	31
967	976	9
30	978	23
280	830	6
831	668	-11
361	905	29
182	269	42
40	388	37
678	190	-2
847	261	-14
448	366	-20
24	259	10
52	827	-7
410	341	41
146	590	18
932	712	11
890	254	40
852	490	-5
436	252	-11
969	164	-10
433	135	-20
489	889	27
853	36	37
989	920	35
72	658	9
148	179	-14
141	95	3
450	496	-9
570	953	-12
199	728	-6
775	401	1
345	725	24
931	992	-3
290	233	37
549	817	-1
831	827	-12
815	116	3
775	290	25
282	171	46
596	78	47
552	156	-19
331	416	-4
388	847	24
265	438	19
517	685	-17
631	99	15
8	110	-9
845	872	19
147	854	15
925	190	25
457	661	-14
43	578	12
583	577	-18
936	370	7
732	446	11
331	937	-12
448	275	6
358	659	-8
466	379	10
541	160	-8
425	88	41
211	276	16
811	273	1
528	682	50
75	411	4
676	172	15
944	287	-3
940	989	48
163	632	0
315	487	-1
513	149	28
549	464	34
705	28	-5
841	97	43
30	176	-16
255	806	38
588	925	13
11	118	-1
131	865	27
192	906	40
255	744	-2
686	405	36
294	68	-1
6	165	6
192	301	-18
302	455	-12
620	372	-2
305	660	30
669	112	-20
373	268	48
240	508	6
489	516	44
501	164	22
159	533	-17
561	47	0
682	198	15
574	830	1
373	222	-12
463	228	-12
622	787	48
591	136	-17
362	617	17
61	559	21
66	559	-13
745	549	3
379	674	8
966	560	35
728	62	-1
860	649	7
620	923	-14
598	791	-2
899	602	47
192	697	-6
507	469	13
103	9	44
611	897	42
688	516	-2
876	647	17
748	103	44
219	181	-20
876	928	19
494	193	42
648	48	5
723	767	33
212	529	17
369	698	-10
730	173	19
735	303	18
798	910	29
873	815	11
727	712	29
591	692	29
801	137	16
676	391	24
217	226	23
869	583	33
301	823	16
595	537	25
72	47	15
616	105	0
6	227	32
659	269	-10
238	832	-9
634	448	12
51	442	48
824	412	2
145	160	35
739	884	48
59	93	14
49	132	-3
549	995	17
745	968	41
846	153	15
641	198	-12
345	516	26
73	776	29
790	843	-15
823	672	4
106	753	2
332	776	23
492	923	24
270	300	15
793	1000	-4
367	959	42
574	994	31
765	116	46
212	341	31
786	250	-17
326	99	-4
766	565	6
732	811	27
604	406	47
481	978	-1
688	50	-5
605	905	-11
331	823	-3
163	228	42
535	57	34
610	998	12
709	194	-17
338	737	40
324	712	12
546	370	35
319	906	31
326	174	27
683	696	41
945	802	48
798	950	46
147	269	39
382	560	-11
877	640	9
554	247	34
459	229	-17
949	612	49
869	354	16
216	189	22
982	379	26
709	801	-19
251	137	44
954	649	45
596	606	22
554	466	-15
434	519	-12
23	931	35
568	189	24
471	588	-1
682	337	37
557	543	24
342	691	-2
879	404	15
673	417	17
984	521	-19
863	892	12
449	978	-20
754	901	40
406	572	24
876	351	3
930	197	-17
705	937	-16
883	639	47
577	558	-18
376	264	26
132	588	50
676	493	-14
284	78	42
739	296	15
155	963	-13
894	807	18
151	738	-1
4	767	31
874	648	18
131	258	26
682	305	4
290	39	19
415	588	46
353	48	27
505	959	37
387	45	-1
727	563	-16
121	888	-1
850	659	-17
602	56	29
855	903	41
538	818	8
701	173	14
170	726	9
333	180	19
723	974	14
848	16	34
495	205	35
732	166	50
17	171	40
314	644	-9
673	842	23
909	725	35
653	507	-2
671	609	-17
739	122	23
765	973	3
327	238	23
962	177	33
463	289	47
778	543	-3
471	284	21
342	304	41
559	880	37
40	739	33
646	892	38
977	873	24
633	671	-4
827	774	22
675	519	-1
243	98	41
861	846	15
501	546	26
886	331	2
106	426	6
756	485	27
37	378	-5
644	854	7
803	377	39
750	193	-9
534	845	35
376	432	27
903	31	-6
313	302	27
474	128	37
863	326	6
811	469	7
347	218	-18
819	131	30
467	187	-10
885	264	-16
757	486	31
948	811	-17
620	154	17
944	631	38
661	424	30
728	964	28
252	269	17
1000	117	7
869	304	9
902	362	38
396	451	33
540	846	4
963	53	-19
376	318	4
391	524	30
418	57	-18
143	65	4
90	431	20
557	815	0
486	488	21
103	585	-9
33	326	43
247	503	46
290	720	16
683	749	17
899	906	44
517	54	-8
621	563	45
576	456	-5
717	465	35
813	140	43
387	278	-5
517	469	19
388	154	-7
895	582	27
738	45	13
377	69	32
315	786	-15
509	473	9
170	181	26
663	220	19
815	50	29
470	564	46
488	410	-10
354	722	10
836	242	36
967	187	-7
685	378	23
245	288	48
405	608	0
796	99	4
935	859	19
336	152	31
856	576	7
203	370	15
859	76	8
550	595	-18
227	961	-9
415	541	39
429	457	10
735	910	-13
403	365	10
752	169	-17
243	627	36
293	812	-20
532	266	48
765	416	35
839	948	-3
184	847	8
84	420	10
627	152	-12
345	490	-20
44	826	15
415	718	-5
34	484	12
118	767	-16
833	430	28
811	706	18
857	179	50
249	105	16
318	299	-5
717	503	40
810	785	28
860	795	17
804	622	19
597	507	11
708	796	2
361	760	-1
314	38	36
869	293	5
134	964	-4
644	408	45
175	126	-7
262	221	20
282	949	3
496	258	1
145	341	7
333	114	42
661	648	14
196	41	7
736	355	-12
134	803	17
68	978	40
990	341	36
783	656	29
49	242	19
856	456	-6
464	264	28
913	191	-7
237	716	39
691	348	18
694	65	2
187	52	-20
675	324	12
395	252	1
751	642	43
576	372	-13
505	956	32
478	584	6
170	624	48
179	98	14
613	551	-2
520	317	49
133	948	-1
525	900	8
146	110	24
316	840	6
967	866	33
736	999	9
41	769	28
699	94	32
838	205	0
320	660	15
782	964	46
999	98	17
882	797	28
219	361	1
330	297	18
451	502	22
449	334	29
63	543	-10
253	243	0
482	840	10
906	93	4
574	66	-17
25	690	46
897	822	7
919	486	15
181	645	-18
180	465	41
929	420	40
371	587	7
443	379	-7
148	112	-5
11	937	-4
817	138	0
444	888	3
705	79	5
403	881	34
18	808	-19
2	1	47
489	91	12
814	499	-1
41	747	-6
470	960	-15
882	168	22
845	175	1
350	201	2
5	440	35
829	826	45
564	666	15
272	923	19
284	47	43
373	300	36
212	658	43
397	379	21
809	150	-18
967	82	20
119	35	8
131	117	-18
636	274	-16
715	645	24
682	193	29
525	32	12
78	799	46
58	62	49
561	507	12
839	379	24
246	902	19
932	120	30
290	24	4
919	127	1
187	279	16
115	894	-3
513	243	-14
553	31	20
418	366	-1
305	922	-10
23	259	9
390	207	-8
656	646	-1
448	259	44
554	908	5
