100	3000
48	29	49
15	43	59
77	100	71
57	8	69
56	84	-48
18	33	-9
60	48	1
61	35	100
33	84	-32
29	83	63
55	47	93
91	80	6
19	69	-18
54	46	-35
50	44	73
72	82	99
17	47	13
1	75	92
72	16	21
58	5	94
48	14	86
39	84	79
61	35	36
68	14	52
58	38	-50
46	75	38
58	79	-28
63	45	65
68	36	-24
50	71	11
53	82	11
33	99	29
77	67	90
93	20	90
7	23	9
3	85	69
100	61	8
56	19	53
93	37	6
92	75	11
68	57	-40
100	98	61
50	30	67
70	85	71
2	97	78
72	80	82
17	97	4
51	83	74
91	55	-39
42	71	28
63	1	44
96	94	-34
87	31	57
87	58	35
74	39	55
46	6	-19
64	94	-14
87	70	-20
42	75	44
59	58	63
47	32	61
46	50	35
20	25	7
42	15	90
100	99	-49
72	86	50
68	16	-15
90	32	95
82	95	90
72	81	-14
81	25	34
34	78	64
71	61	76
61	22	-7
10	25	-14
26	3	-11
100	86	54
95	61	-28
42	38	-3
17	22	34
54	95	60
33	29	21
53	97	47
59	41	-2
91	26	-8
54	45	9
17	14	-12
4	5	30
76	5	2
87	76	96
100	10	28
9	58	-47
60	9	50
48	51	16
4	19	38
37	32	55
87	64	36
64	35	86
72	12	76
54	50	26
97	61	25
14	40	48
100	52	98
40	83	-1
73	99	-11
68	80	-48
16	5	-27
90	34	27
53	83	-23
60	46	46
54	32	-30
76	23	52
18	65	2
94	69	16
48	98	60
64	67	76
70	61	-3
31	71	33
18	77	51
2	79	55
42	71	47
100	21	14
71	88	98
72	32	24
9	85	-35
57	19	-30
68	11	-18
37	69	68
92	47	88
95	47	-33
4	90	-15
20	62	90
72	35	-32
18	3	51
20	78	98
14	70	-32
2	67	-21
86	22	70
15	85	-19
42	1	33
79	66	12
32	38	0
49	83	97
64	78	-43
2	84	30
6	83	93
76	56	29
64	34	93
14	47	-42
100	78	84
33	92	35
54	83	89
89	28	-1
73	70	93
54	32	13
9	78	-41
79	25	7
11	28	0
54	26	57
2	22	-26
14	64	29
82	71	-9
94	38	-25
84	75	-29
33	84	82
61	98	83
96	26	-9
89	64	31
73	31	89
53	23	11
12	57	-26
9	25	96
53	74	79
33	82	-13
58	28	21
75	32	11
59	20	67
40	31	24
68	32	52
46	16	1
33	38	29
28	79	-17
63	26	80
74	71	97
89	30	-41
41	1	86
12	37	39
17	93	100
54	63	32
34	92	57
46	92	-43
52	79	-43
53	8	64
86	32	48
61	35	93
70	56	-22
54	12	30
100	89	-11
97	23	-33
4	71	47
40	96	-21
18	29	-18
15	95	99
16	37	14
11	34	58
89	6	73
6	8	-22
100	71	44
89	66	95
60	54	1
86	81	-40
43	69	41
40	23	53
18	53	61
64	80	56
7	50	80
76	69	-13
100	24	36
77	46	-33
24	69	35
10	37	39
72	63	98
86	30	-23
4	29	28
42	36	0
20	79	-33
51	96	11
42	98	41
20	14	-37
89	94	54
100	82	90
9	71	-6
74	6	-50
54	29	28
97	80	-39
14	70	-35
8	38	91
23	3	-34
9	95	-15
11	44	28
77	35	84
74	79	-16
10	99	37
22	83	34
87	98	3
42	69	10
37	3	43
77	54	-32
7	21	46
31	63	7
23	56	-1
87	26	86
31	95	78
63	21	37
12	22	-37
56	15	-12
91	69	38
18	73	-29
96	44	34
91	5	19
10	65	82
51	89	67
90	85	-26
46	6	2
18	6	1
28	41	14
84	37	47
100	70	-16
97	26	41
19	43	13
23	35	22
10	26	46
56	35	8
12	1	-24
43	49	86
55	8	100
20	24	72
18	22	6
3	66	-9
62	35	26
36	83	-23
39	47	-13
55	34	48
46	24	-43
24	29	-49
18	52	52
4	63	-15
71	95	37
73	34	56
53	70	31
17	30	-31
96	98	-17
91	32	-41
77	97	90
55	32	-10
46	3	-25
99	69	-14
78	32	18
21	35	-32
96	32	45
98	27	15
73	97	0
12	47	-40
14	55	48
7	37	55
11	32	20
13	64	-38
91	26	98
90	99	-10
77	81	-11
53	71	-3
97	63	62
53	64	94
62	56	74
12	98	14
13	74	39
10	30	-48
54	23	60
24	47	88
36	34	-39
91	26	-32
87	51	74
13	70	62
68	23	49
16	23	14
13	27	37
52	92	58
77	86	53
77	1	-8
70	27	48
58	35	96
14	3	34
87	23	62
52	14	-14
59	58	94
25	3	-18
76	8	-38
4	45	98
7	97	84
86	31	-8
47	85	28
70	43	24
13	25	80
65	45	93
41	75	44
74	48	37
93	32	73
46	51	-40
77	34	-1
36	76	79
41	75	32
33	19	62
91	84	27
55	63	69
65	22	18
87	63	1
11	95	15
100	99	-20
84	3	-43
90	15	-18
2	71	83
53	92	48
11	83	-29
16	12	-48
9	10	5
50	64	-11
54	27	12
53	65	-23
68	99	-16
7	89	67
2	36	-42
10	29	81
11	76	35
39	38	-13
53	97	84
40	71	45
91	98	-30
25	22	-28
10	80	-41
18	67	-28
33	8	80
10	56	55
24	35	30
10	58	88
76	71	-36
76	30	-33
52	32	83
81	83	89
93	84	47
5	85	40
57	96	85
100	57	37
84	49	-1
34	19	20
4	12	17
18	2	11
40	81	-42
68	14	80
64	94	90
52	66	-39
47	75	41
28	31	21
100	71	-49
42	24	26
48	91	14
92	49	52
42	80	73
90	70	-22
7	24	-41
51	20	93
36	25	-38
54	51	0
74	41	50
13	71	70
62	56	21
12	56	-25
87	33	92
17	6	-48
40	66	-2
34	88	54
54	62	4
52	99	-29
4	31	1
67	30	13
60	27	77
2	68	-29
54	62	-27
67	38	57
60	12	38
97	3	44
12	85	76
44	3	-31
16	88	86
87	94	19
72	47	-12
50	40	-10
52	50	-20
30	45	68
10	49	-19
86	73	-13
87	14	-11
42	86	-40
93	32	-1
56	47	62
78	75	-23
46	63	29
18	31	76
29	67	54
87	51	92
50	30	-46
7	40	15
18	89	11
99	19	69
26	49	60
50	6	43
88	37	-32
50	98	90
30	45	7
52	94	5
15	21	22
4	98	-6
93	81	41
52	36	-16
87	17	-20
32	38	27
59	79	52
88	75	86
86	88	-38
77	64	-16
41	35	40
17	80	-16
86	36	-42
8	80	16
78	49	44
39	8	-2
92	32	-48
65	83	-1
56	38	64
36	66	38
17	22	34
58	70	91
87	13	-48
77	19	-32
16	48	72
71	23	13
74	49	-7
33	75	84
74	47	63
72	88	40
1	3	23
78	32	58
40	65	-34
17	76	44
74	91	85
84	49	-11
53	19	-30
48	56	89
16	24	89
50	24	98
99	75	24
7	69	17
51	79	-11
89	91	50
59	47	92
52	79	29
40	38	-12
60	83	-34
81	22	-36
53	35	5
55	96	-22
9	44	36
58	67	46
2	60	11
98	30	10
88	69	-44
68	25	-35
18	74	14
2	25	59
39	78	95
49	75	69
54	92	90
54	26	-27
57	69	6
44	98	10
96	35	-38
7	18	30
18	99	31
74	30	96
46	26	-26
50	78	41
72	51	91
51	24	-5
86	70	56
60	75	100
8	69	-7
71	61	-16
54	11	42
73	55	-16
19	35	33
41	38	75
2	100	48
94	92	58
53	67	44
16	99	-13
58	55	31
20	97	21
59	14	-3
91	70	-43
16	19	-18
77	90	-34
7	26	83
57	45	93
46	19	35
9	27	88
82	79	-10
4	89	-6
81	30	-5
29	92	36
20	38	-11
62	64	92
46	43	-47
73	71	50
42	19	68
33	38	-42
81	3	22
51	27	-40
60	100	79
25	98	77
13	67	41
36	55	86
95	27	18
72	14	39
37	45	-2
77	22	-27
26	67	68
72	79	-30
11	82	10
44	37	96
17	46	53
10	71	21
71	47	23
99	21	-1
9	83	55
8	85	55
12	32	44
46	23	1
40	81	30
71	19	63
64	31	1
26	45	41
94	75	28
21	27	24
12	40	-15
17	91	-8
72	23	64
13	66	-11
54	14	10
71	21	84
53	5	77
42	44	-4
42	25	16
97	83	-20
20	95	26
11	70	-48
48	93	52
5	85	37
20	40	32
23	80	54
76	83	84
81	15	27
64	3	32
37	98	73
17	75	-7
48	76	-50
29	5	-43
11	84	-23
61	5	-42
7	65	47
68	5	89
36	85	32
96	99	-24
70	38	54
93	44	13
48	50	60
96	25	89
54	10	-44
20	12	5
60	69	49
96	84	92
59	48	27
64	25	-24
50	36	5
7	21	35
99	84	1
94	66	-27
51	89	86
53	56	38
77	55	7
24	65	36
76	32	8
74	21	16
61	80	-2
60	100	72
46	51	30
34	8	82
49	45	82
41	32	13
72	58	22
17	43	93
71	67	5
77	61	-20
74	1	13
60	55	16
89	44	97
77	6	94
52	84	57
4	34	35
12	95	55
9	16	2
46	78	49
54	61	82
48	75	57
100	17	100
56	66	-25
53	37	-40
70	63	-14
96	84	62
14	1	84
58	27	31
60	57	19
48	93	68
46	95	95
40	98	50
59	28	100
58	82	1
17	6	37
60	48	-46
29	21	95
73	41	-45
39	81	52
48	95	65
40	5	88
90	36	11
79	98	7
26	66	-2
48	36	-41
17	40	30
90	45	75
52	38	-18
60	70	2
73	67	41
18	31	8
82	34	-43
7	5	89
53	81	-14
29	82	-41
21	35	38
99	45	10
31	79	-50
89	39	20
28	26	21
88	83	22
34	26	2
4	36	-18
76	41	63
39	63	36
87	80	-5
64	32	7
52	81	78
99	79	-30
59	78	60
79	67	77
82	65	57
60	92	46
78	67	-25
54	92	29
61	47	6
71	47	-36
99	85	1
60	45	90
36	98	73
20	1	90
91	47	13
17	75	27
10	57	-40
4	81	-5
6	15	63
12	96	33
15	83	-31
81	32	49
72	51	65
23	92	76
6	44	65
77	37	37
39	8	36
94	98	-16
73	56	69
42	22	67
68	26	-45
2	29	86
12	97	25
72	56	-17
19	69	-46
68	3	-44
26	32	49
59	94	45
54	83	55
72	19	70
4	100	-36
52	57	41
90	71	28
93	92	-24
2	48	-9
25	35	-8
19	49	70
100	51	-37
44	47	33
89	64	9
74	99	17
39	45	-8
16	35	84
91	29	-38
74	90	42
37	83	27
79	92	77
42	65	-20
86	69	-38
50	56	47
14	80	6
13	23	39
11	12	7
54	99	48
62	61	13
19	3	39
44	80	86
52	1	60
86	43	-45
13	89	94
14	83	3
24	29	15
16	83	37
46	55	49
54	36	71
72	34	-8
4	40	-9
84	66	-35
60	30	63
10	96	44
87	20	25
36	28	0
91	39	41
67	43	100
42	50	-44
59	63	13
54	50	-48
